name,dayofweek,state_pob,capacity,price,facebook_likes,youtube_suscrs,youtube_views,instagram_folls,instagram_likes,spotify_folls,spotify_pop,twitter_folls,twitter_mencs_usa,twitter_mencs,facebook_crec,youtube_crec,instagram_crec,twitter_crec,tickets
daughtry,2,11536504,1702,73.5,981725,757860,13724588,225000,3834,888440,64,547164,754,1000,-0.36900,0.37800,0.71100,0.00700,97
dave barnes,5,12830632,304,30,88433,22297,745364,46200,4478,52920,46,65463,8,8,-0.04100,0.11200,0.21600,-0.04900,100
dave davies kink kronikles,0,19378102,300,52.5,25993,149,2510,4380,1925,,,13994,0,0,-0.01900,2.59000,0.77600,0.39300,100
david foster,2,6547629,937,62,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,100
david foster,6,18801310,2102,62.5,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,99
david foster,5,18801310,694,77.5,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,100
david foster,4,8791894,1222,117.5,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,88
david foster,1,18801310,1837,55,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,44
david foster,2,18801310,1801,82,389508,55279,16590693,267200,15403,27644,44,100064,117,213,-0.03600,1.84900,0.52400,0.00300,100
deer tick,0,12702379,540,24,98337,2571,360176,26200,3919,88118,48,27672,12,20,-0.03100,0.82400,0.38200,0.03600,39
deer tick,0,5988927,750,26.25,98337,2571,360176,26200,3919,88118,48,27672,12,20,-0.03100,0.82400,0.38200,0.03600,60
deer tick,3,9687653,400,21.5,98337,2571,360176,26200,3919,88118,48,27672,12,20,-0.03100,0.82400,0.38200,0.03600,85
delbert mcclinton,3,12830632,304,61.5,51159,1364,65506,1210,710,19670,38,1594,9,10,0.11700,2.03500,0.99200,0.25100,99
delta saints,5,6346105,498,6,25343,2146,392839,5159,680,17702,39,3967,3,3,-0.06700,0.46000,0.00000,-0.07600,100
depeche mode,3,38332521,11858,80.97,219970,635911,204966932,670500,112057,1498035,70,2286493,512,711,-1.28900,0.91700,0.47700,-0.00500,100
dessa,4,5303925,1550,23,63927,1384,559367,33500,3405,33349,46,49622,1000,1000,0.21000,1.87200,0.59700,1.07200,100
dessa,5,3831074,800,16,63927,1384,559367,33500,3405,33349,46,49622,1000,1000,0.21000,1.87200,0.59700,1.07200,70
devil makes three,6,9883640,800,25.25,149062,9681,836650,27400,5343,140526,54,6843,11,11,0.08300,0.55900,0.73000,0.30700,59
diplo,5,989415,1510,47.5,396213,1076548,185418066,4500000,292300,1582877,80,2605050,916,1000,-0.48400,5.69600,0.00000,-0.05500,100
dirt monkey,4,9883640,800,17.5,137479,356,32841,58600,368,15996,40,9741,11,14,0.35200,6.42500,1.53600,2.00200,100
disney junior dance party,1,19378102,2807,45.75,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,91
disney junior dance party,5,12830632,4402,54,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
disney junior dance party,1,19378102,1978,44.5,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,79
disney junior dance party,2,9883640,1488,44,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
disney junior dance party,1,5303925,2324,115.5,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,90
disney junior dance party,1,6346105,1602,47,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
disney junior dance party,5,18801310,1905,55,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
disney junior dance party,2,8791894,1312,49.5,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
disney junior dance party,5,8001024,3133,41.5,15266,2527876,33870392,233600,8057,,,36972,1,4,1.16600,32.00200,1.71200,0.38700,100
districts,2,6547629,500,17,38675,62974,5316007,17600,5326,55227,46,10478,1000,1000,-0.01300,1.59900,0.00000,-0.33400,59
django django,2,3831074,800,21,153287,3253,1705330,12600,1627,192164,52,33977,24,27,-0.03100,0.78900,0.79400,-0.13800,30
don carlos,3,38332521,425,27.5,48319,1506,14825,53600,2109,57757,49,14671,242,403,-2.63300,8.66800,1.86600,0.32700,51
doobie brothers,5,2700551,2690,64.25,614792,19294,1364114,22100,3407,550199,66,49718,143,164,-0.15800,0.41700,0.90500,0.35000,59
dr dog,5,12830632,2540,14.5,196154,4777,290665,50100,2834,211356,61,42048,24,27,-0.04900,0.83200,0.39900,0.01900,67
dr dog,2,6547629,2425,36.25,196154,4777,290665,50100,2834,211356,61,42048,24,27,-0.04900,0.83200,0.39900,0.01900,85
dream syndicate,4,38332521,500,20,9770,145,2522,1505,395,9750,28,894,6,7,0.16400,-2.18100,0.33200,0.89500,99
dream syndicate,4,38332521,500,10,9770,145,2522,1505,395,9750,28,894,6,7,0.16400,-2.18100,0.33200,0.89500,99
drew holcomb the neighbors,2,6547629,1850,37.5,68242,11759,1723916,64200,9737,58659,52,35423,2,2,0.04400,0.28100,0.15700,0.04000,26
drew holcomb the neighbors,5,625741,300,39,68242,11759,1723916,64200,9737,58659,52,35423,2,2,0.04400,0.28100,0.15700,0.04000,84
dr fresch,4,9883640,400,15,69293,178,20184,39200,4037,19756,46,18868,15,17,-0.00700,11.14200,1.53100,0.52500,98
dr fresch,4,9883640,400,15,69293,178,20184,39200,4037,19756,46,18868,15,17,-0.00700,11.14200,1.53100,0.52500,98
driftwood,4,19378102,169,7.5,652,10420,105925,9685,1447,1433,16,822,169,268,1.53400,1.42000,2.27200,0.73000,100
dudu tassa,4,19378102,169,10,46516,30901,9780987,15800,4284,37722,36,91,0,0,0.33100,0.66800,1.26600,0.00000,100
dumbfoundead,0,26448193,250,19,233625,501736,13086640,189200,29480,80884,51,132181,75,85,-0.08400,0.27600,0.31700,-0.04800,100
durand jones  the indications,4,4779736,450,13.5,9909,334,3837,9184,1663,17278,44,881,2,2,1.86700,-2.68400,1.92700,3.51900,67
durand jones  the indications,4,12830632,518,14,9909,334,3837,9184,1663,17278,44,881,2,2,1.86700,-2.68400,1.92700,3.51900,100
dweezil zappa,4,19378102,1277,52.5,67994,814,28708,26700,7310,8405,23,29378,16,20,0.44400,1.23000,0.74900,0.20400,100
dweezil zappa,2,6547629,1200,60,67994,814,28708,26700,7310,8405,23,29378,16,20,0.44400,1.23000,0.74900,0.20400,57
dweezil zappa,3,19378102,1551,53.5,67994,814,28708,26700,7310,8405,23,29378,16,20,0.44400,1.23000,0.74900,0.20400,35
dweezil zappa,5,9687653,900,46.5,67994,814,28708,26700,7310,8405,23,29378,16,20,0.44400,1.23000,0.74900,0.20400,57
dweezil zappa,5,601723,520,64.75,67994,814,28708,26700,7310,8405,23,29378,16,20,0.44400,1.23000,0.74900,0.20400,96
dwight yoakam,5,38332521,1136,69.5,184780,76234,31770580,87600,9567,182690,56,65778,51,64,-0.10700,0.98000,0.79900,0.16300,92
dwight yoakam,3,38332521,975,84,184780,76234,31770580,87600,9567,182690,56,65778,51,64,-0.10700,0.98000,0.79900,0.16300,100
dwight yoakam,3,38332521,975,84,184780,76234,31770580,87600,9567,182690,56,65778,51,64,-0.10700,0.98000,0.79900,0.16300,100
dwight yoakam,6,18801310,2869,58,184780,76234,31770580,87600,9567,182690,56,65778,51,64,-0.10700,0.98000,0.79900,0.16300,40
dwight yoakam,5,6483802,1422,74.5,184780,76234,31770580,87600,9567,182690,56,65778,51,64,-0.10700,0.98000,0.79900,0.16300,96
easton corbin,6,6547629,1850,28,191439,122183,46771224,306600,19766,392345,59,554154,18,18,-0.51600,0.45100,0.16300,-0.06600,26
eden,5,601723,1200,10,188569,364076,14256410,231400,173700,450483,67,127030,1000,1000,0.21600,2.48900,0.99400,0.70700,100
eden,1,12702379,400,19,188569,364076,14256410,231400,173700,450483,67,127030,1000,1000,0.21600,2.48900,0.99400,0.70700,100
eden,2,11536504,1406,713,188569,364076,14256410,231400,173700,450483,67,127030,1000,1000,0.21600,2.48900,0.99400,0.70700,100
edwin mccain,3,6724540,270,33.75,111326,2068,87563,5583,2324,96778,53,12172,15,16,0.34000,1.60300,0.71600,0.14000,100
edwin mccain,3,6724540,270,33.75,111326,2068,87563,5583,2324,96778,53,12172,15,16,0.34000,1.60300,0.71600,0.14000,100
el caribefunk,5,19378102,172,7.5,59161,11228,1042116,25000,6325,16578,42,3324,1,1,0.82800,1.16100,1.60000,0.81200,100
eminence ensemble,4,5029196,625,13.5,7323,47,5302,2678,299,511,5,222,0,0,0.00000,0.94300,-1.00800,1.35100,90
engelbert humperdinck,1,6547629,2284,85,297228,9085,420515,4805,1813,85977,53,8809,36,41,0.07700,2.22200,1.18600,0.15900,48
engelbert humperdinck,5,12830632,1841,57.5,297228,9085,420515,4805,1813,85977,53,8809,36,41,0.07700,2.22200,1.18600,0.15900,67
engelbert humperdinck,2,8791894,1222,69,297228,9085,420515,4805,1813,85977,53,8809,36,41,0.07700,2.22200,1.18600,0.15900,75
english beat,4,12830632,304,60,251326,1747,109766,9700,1097,37285,42,8836,26,27,-0.00800,4.10100,1.51500,0.75800,100
eric b,3,19378102,1573,49.5,78380,261443,12044161,576600,13392,205031,51,75012,81,272,0.08000,1.39300,-0.19100,-0.07900,48
eric church,5,26448193,12671,78.25,633286,456156,3983792,818200,125665,1549832,71,2060747,1000,1000,-0.59500,0.50800,0.36700,0.14900,100
eric church,4,26448193,15665,153.5,633286,456156,3983792,818200,125665,1549832,71,2060747,1000,1000,-0.59500,0.50800,0.36700,0.14900,100
erika wennerstrom,6,5303925,328,14,4428,12,3606,4986,1664,2153,26,820,4,5,1.06100,5.46300,1.38400,2.56100,64
exmag,4,3831074,350,7.1,27741,84,9161,10000,757,10820,36,7379,5,7,0.16200,2.46700,0.54000,-0.14900,100
fab four the ultimate tribute,4,11536504,1651,40,134313,9394,2395224,4652,1472,,,3635,0,0,-0.00100,0.52500,2.17100,0.16500,67
fab four the ultimate tribute,4,11536504,1651,40,134313,9394,2395224,4652,1472,,,3635,0,0,-0.00100,0.52500,2.17100,0.16500,67
five finger death punch,4,12830632,10298,46.5,785522,1920810,126581025,596200,64400,2317564,76,644725,278,295,-0.09200,0.52300,1.76100,0.01500,100
five finger death punch,3,3751351,10484,39.25,785522,1920810,126581025,596200,64400,2317564,76,644725,278,295,-0.09200,0.52300,1.76100,0.01500,100
five finger death punch,1,4339367,8091,42.5,785522,1920810,126581025,596200,64400,2317564,76,644725,278,295,-0.09200,0.52300,1.76100,0.01500,100
five finger death punch,6,6346105,12680,38.25,785522,1920810,126581025,596200,64400,2317564,76,644725,278,295,-0.09200,0.52300,1.76100,0.01500,100
fleet foxes,1,26448193,1738,48,27765,27047,4813458,59000,25684,718480,64,4345,97,133,-2.45600,0.69400,1.52500,0.66700,71
fleet foxes,1,3831074,1251,39.5,27765,27047,4813458,59000,25684,718480,64,4345,97,133,-2.45600,0.69400,1.52500,0.66700,100
florist,1,19378102,275,14,13799,263626,2141484,13100,4871,26582,44,5673,624,891,0.15200,0.32500,2.29000,0.24700,59
foo fighters,2,26448193,12760,72,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,6,4533372,10304,64,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,4,6346105,13537,74,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,2,18801310,18847,64,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,3,6346105,10948,64.25,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,3,18801310,19218,64,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,5,26448193,19742,72,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foo fighters,3,26448193,15959,72,873886,2061835,139086540,3000000,122200,4921610,76,3036569,857,1000,-0.80200,0.23500,0.00000,0.01000,100
foreigner,0,26448193,1703,92.75,847029,80196,3507211,28600,5603,806721,66,106762,1000,1000,-0.16600,2.56200,1.04900,0.43400,96
foreverland,5,38332521,425,18.5,27721,88,34958,6827,141,5,0,861,4,5,0.99600,0.84100,0.22000,0.23200,61
fozzy,2,19378102,1300,18.5,265521,13846,236884,52800,3669,67116,50,85682,186,273,0.18000,0.81600,1.70500,0.14600,39
franz ferdinand,2,601723,1200,21.5,959121,251581,1791433,147200,31647,1158103,66,270011,240,684,-0.14400,2.64600,1.49500,-0.34100,100
franz ferdinand,2,26448193,1550,32,959121,251581,1791433,147200,31647,1158103,66,270011,240,684,-0.14400,2.64600,1.49500,-0.34100,100
franz ferdinand,1,6547629,2425,37.25,959121,251581,1791433,147200,31647,1158103,66,270011,240,684,-0.14400,2.64600,1.49500,-0.34100,96
fratellis,5,3831074,1300,21,455304,85288,1127347,18600,3128,375022,61,26786,40,45,-0.07100,0.38100,0.00000,-0.00700,82
fratellis,4,12830632,1150,12.5,455304,85288,1127347,18600,3128,375022,61,26786,40,45,-0.07100,0.38100,0.00000,-0.00700,100
frenship,2,625741,300,16,18451,67027,258501,12800,2828,79428,63,5928,50,62,0.15700,0.62500,0.00000,0.28700,34
gabriel iglesias,5,8791894,2835,65,32342,2740989,92457921,1500000,109175,7043,31,1002152,24,25,-19.18600,0.25000,0.00000,0.04800,100
gabriel iglesias,2,6547629,511,31,32342,2740989,92457921,1500000,109175,7043,31,1002152,24,25,-19.18600,0.25000,0.00000,0.04800,100
gabriel iglesias,0,6483802,2456,57.5,32342,2740989,92457921,1500000,109175,7043,31,1002152,24,25,-19.18600,0.25000,0.00000,0.04800,100
gaither vocal band,6,12830632,2236,43.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,69
gaither vocal band,3,9672591,2060,27.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,76
gaither vocal band,4,5303925,2306,45.75,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,54
gaither vocal band,5,3046355,3366,43.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,25
gaither vocal band,4,5988927,2550,28.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,76
gaither vocal band,6,5029196,2465,27.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,83
gaither vocal band,5,2853118,2813,46.5,1812,11070,121400,22000,5477,58090,46,40181,16,17,2.48300,1.27400,0.45500,0.15400,44
gangstagrass,5,1852994,210,20,671382,778,44408,1547,380,16380,33,4868,6,10,0.01700,4.25800,2.00400,0.18500,98
geographer,2,5303925,341,13,34495,141,22825,10000,1180,45441,40,61916,18,592,-0.17100,1.72200,0.00000,-0.07300,32
george ezra,6,12830632,2410,14,644598,836082,12842411,535600,6022,1116450,77,691206,295,332,0.45700,0.25400,2.52100,0.25500,100
george ezra,6,6547629,2425,39.5,644598,836082,12842411,535600,6022,1116450,77,691206,295,332,0.45700,0.25400,2.52100,0.25500,100
ghastly,4,38332521,1000,10,765,54105,1550045,299200,41331,85103,55,115867,291,787,1.30700,2.27500,0.70200,0.80700,100
ghost light,2,19378102,600,6,5397,10650,3690045,2251,795,464,9,579,14,15,2.39000,2.25200,5.95300,3.28200,73
ghost of paul revere,6,19378102,600,6,10276,586,78889,5568,1302,9165,38,1553,0,0,1.06100,1.21600,1.54500,0.90100,54
ghost of paul revere,4,6547629,500,17,10276,586,78889,5568,1302,9165,38,1553,0,0,1.06100,1.21600,1.54500,0.90100,100
gilberto santa rosa,5,19378102,5900,180,331398,394892,2454889,146100,9757,495662,63,1497168,87,97,0.19700,0.13700,4.03800,-0.08600,72
gillian welch,0,9687653,978,17.5,167302,1256,15449,22700,7121,94145,52,28739,13,13,0.03000,10.14300,2.64300,0.20900,80
gillian welch,2,9535483,1072,17.25,167302,1256,15449,22700,7121,94145,52,28739,13,13,0.03000,10.14300,2.64300,0.20900,88
gillian welch,4,4625364,922,478.5,167302,1256,15449,22700,7121,94145,52,28739,13,13,0.03000,10.14300,2.64300,0.20900,100
gillian welch,0,4625364,2111,35,167302,1256,15449,22700,7121,94145,52,28739,13,13,0.03000,10.14300,2.64300,0.20900,63
giselle,4,4339367,1039,70,11138,1397,104318,6103,4,924,49,1176,1000,1000,-0.17100,0.45000,0.06600,0.00000,100
gloria trevi,5,2700551,5156,274.975,160537,1340225,8433437,2000000,117599,854188,65,4882296,109,140,-2.09700,0.11300,0.00000,-0.02700,78
gloria trevi,3,38332521,7563,101.42,160537,1340225,8433437,2000000,117599,854188,65,4882296,109,140,-2.09700,0.11300,0.00000,-0.02700,71
govt mule,4,19378102,1950,47.5,390312,3292,127183,59900,5311,102760,48,50100,9,10,0.07800,1.57600,0.83500,0.40100,100
govt mule,3,19378102,2807,45,390312,3292,127183,59900,5311,102760,48,50100,9,10,0.07800,1.57600,0.83500,0.40100,66
grace kelly,2,19378102,120,17.5,24052,9627,671864,28900,239,3792,35,3593,85,209,0.22900,2.42700,2.07600,0.16700,76
gramatik,6,625741,750,30,586508,71165,3434589,97900,277,424396,58,78568,52,81,-0.07000,0.44800,0.40900,-0.08300,98
gramatik,5,6547629,2425,35,586508,71165,3434589,97900,277,424396,58,78568,52,81,-0.07000,0.44800,0.40900,-0.08300,100
gramatik,5,9535483,1050,24,586508,71165,3434589,97900,277,424396,58,78568,52,81,-0.07000,0.44800,0.40900,-0.08300,100
grieves,1,5029196,625,16,126978,6920,130466,46700,6479,75983,48,40406,161,669,-0.09900,0.15200,0.00000,0.03500,97
grieves,6,989415,550,17,126978,6920,130466,46700,6479,75983,48,40406,161,669,-0.09900,0.15200,0.00000,0.03500,47
haash,5,6392017,1300,46.5,687359,5013141,9453893,2500000,88480,,,5584664,1000,1000,-1.10500,0.08000,0.00000,-0.14800,100
haash,5,6392017,1300,46.5,687359,5013141,9453893,2500000,88480,,,5584664,1000,1000,-1.10500,0.08000,0.00000,-0.14800,100
hawthorne heights,3,6547629,500,19,539047,1883,256131,20600,1981,169636,51,23114,15,15,-0.06700,7.41600,1.45600,0.16900,47
hayley kiyoko,0,26448193,1550,25.5,527576,1417583,148475817,1300000,1003600,603807,68,506183,376,1000,0.36700,0.79200,7.69200,1.59500,99
hayley orrantia,4,26448193,300,12.5,83566,15992,863754,160900,34523,3277,21,74853,3,3,0.08300,0.65400,1.55400,0.45400,15
hillsong worship,3,26448193,4303,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,3,5303925,3974,37.5,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,4,4533372,1902,34.5,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,4,8001024,4311,34.5,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,4,12830632,2887,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,5,12702379,4349,36.75,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,3,11536504,2879,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,0,6346105,2057,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,1,5988927,2899,38,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,0,6483802,1778,36,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,1,6483802,4379,36.175,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,90
hillsong worship,5,12830632,2717,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,1,601723,2953,37,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hillsong worship,0,6547629,2739,41.25,464989,2523199,329354477,1100000,18052,892558,73,541612,145,189,0.27200,2.87300,0.00000,0.34900,100
hots,4,38332521,475,16.5,6347,555442,17405558,11000,2156,47,0,33979,1000,1000,0.03200,0.35400,0.00000,0.05900,48
houndmouth,6,5686986,600,25,62129,15051,1039946,29700,5477,123556,59,18035,75,152,0.22400,0.56500,0.67300,0.38800,100
houndmouth,2,26448193,975,23.5,62129,15051,1039946,29700,5477,123556,59,18035,75,152,0.22400,0.56500,0.67300,0.38800,100
humble,2,26448193,250,8.75,17249,1886634,238783372,37600,3340,1210,54,1077,1000,1000,2.34200,3.47200,9.57400,5.47800,50
humble,5,12702379,450,12.5,17249,1886634,238783372,37600,3340,1210,54,1077,1000,1000,2.34200,3.47200,9.57400,5.47800,100
hunna,4,26448193,425,17,307326,26728,2697976,79500,7903,116029,60,36322,194,446,0.01600,1.72000,1.88700,0.52900,93
im with her tour,6,989415,730,32.5,19186,8380,577820,17100,4145,,,4628,0,0,0.87600,2.86600,1.75400,1.51300,100
im with her tour,3,5029196,850,30,19186,8380,577820,17100,4145,,,4628,0,0,0.87600,2.86600,1.75400,1.51300,100
incognito,0,8001024,493,29.75,135785,14606,2289408,15800,5037,82637,48,13728,863,1000,0.11900,0.90000,0.63300,0.10900,100
indigo girls,3,19378102,1277,50,243488,1524,135104,24600,3538,95199,51,39942,29,36,0.12400,1.90400,1.22000,0.22000,100
in this moment,2,26448193,1550,33.5,83865,397829,75031091,328800,18343,507230,63,156628,681,1000,0.10500,0.93100,0.76000,0.34200,73
i see stars,4,9883640,400,17.5,811544,8149,462580,95700,15309,207763,55,155106,44,57,-0.12100,2.55900,0.10400,-0.10900,100
itzhak perlman,5,8791894,1222,104,496474,36299,1017323,28600,9441,53850,54,22672,10,16,-0.03800,0.47500,3.14700,0.23800,85
iyanla vanzant,1,9687653,4358,59.75,852296,231593,1530414,550700,12364,748,0,1978365,44,95,0.21500,2.30000,1.79800,-0.19100,54
iyanla vanzant,6,12830632,3553,49.75,852296,231593,1530414,550700,12364,748,0,1978365,44,95,0.21500,2.30000,1.79800,-0.19100,61
iyanla vanzant,2,8791894,2868,45.75,852296,231593,1530414,550700,12364,748,0,1978365,44,95,0.21500,2.30000,1.79800,-0.19100,82
jack beats,3,9883640,400,16.5,139708,205,8372,24600,1028,23388,36,73380,5,7,-0.08200,1.49300,0.00000,-0.13500,29
jackie evancho,3,38332521,1248,49,398305,93205,10964492,54800,16120,48762,43,66747,14,16,-0.05400,0.26900,0.18200,-0.07900,64
jack ingram,6,12702379,320,32.25,112063,5916,118760,16700,830,18120,35,42993,9,10,-0.04500,0.57300,0.00000,0.01200,30
jacksepticeye,2,6547629,1844,63.75,112063,5916,118760,16700,830,64317,46,42993,235,734,-0.04500,0.57300,0.00000,0.01200,100
jackson galaxy,5,12830632,1109,50,826976,448789,13144138,378600,11032,,,106322,27,182,0.14000,0.68200,0.87200,0.28100,53
jake bugg,5,26448193,420,11,814732,434417,9055929,336600,57600,594289,58,472272,91,113,-0.06800,0.18500,-0.11900,-0.16700,100
jake miller,2,5303925,250,27.5,179456,639302,44145907,958500,76158,201499,55,616469,48,66,-1.07200,0.13900,-0.10400,-0.28200,100
jake shimabukuro,6,12830632,304,51.5,160605,3417,23472,26300,3111,40349,46,29349,15,33,0.10300,3.34900,0.76000,0.05800,100
jake shimabukuro,4,2700551,244,45,160605,3417,23472,26300,3111,40349,46,29349,15,33,0.10300,3.34900,0.76000,0.05800,100
jake shimabukuro,0,19378102,170,55,160605,3417,23472,26300,3111,40349,46,29349,15,33,0.10300,3.34900,0.76000,0.05800,100
jake shimabukuro,3,12702379,320,52.25,160605,3417,23472,26300,3111,40349,46,29349,15,33,0.10300,3.34900,0.76000,0.05800,75
jake shimabukuro,2,19378102,350,37.5,160605,3417,23472,26300,3111,40349,46,29349,15,33,0.10300,3.34900,0.76000,0.05800,88
james taylor,3,2853118,10750,86,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,44
james taylor,4,9535483,8347,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,100
james taylor,2,18801310,7350,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,94
james taylor,1,5988927,9230,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,100
james taylor,1,18801310,7200,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,95
james taylor,5,4625364,6320,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,100
james taylor,1,4625364,7121,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,100
james taylor,0,5988927,8000,83,937243,54003,1341669,88500,15438,647099,66,60854,151,206,-0.07200,0.49600,1.01700,0.68400,96
janine,1,38332521,500,15,24469,121233,10504742,37000,8823,18529,39,12146,1000,1000,0.25700,0.66400,0.81100,-0.03300,57
janiva magness,2,8001024,220,32.5,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,45
janiva magness,4,8001024,200,21.5,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,51
janiva magness,3,12702379,320,25.75,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,32
janiva magness,5,9535483,220,19.75,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,75
janiva magness,2,5773552,300,27.5,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,40
janiva magness,0,6346105,314,17.5,14883,299,9341,1928,333,8226,35,5073,6,6,0.15500,1.10300,0.62200,0.03900,20
japanese breakfast,1,26448193,975,7.5,36638,27828,3632201,46200,19606,91504,54,30793,62,74,1.75200,1.90000,4.11300,1.80200,100
japanese breakfast,0,26448193,750,14,36638,27828,3632201,46200,19606,91504,54,30793,62,74,1.75200,1.90000,4.11300,1.80200,40
jared the mill,0,5303925,343,13,16292,257,56580,8354,1786,12464,37,2981,0,0,0.27000,1.48500,2.15500,0.40300,49
jared the mill,1,12830632,202,7.5,16292,257,56580,8354,1786,12464,37,2981,0,0,0.27000,1.48500,2.15500,0.40300,100
jared the mill,2,625741,300,11,16292,257,56580,8354,1786,12464,37,2981,0,0,0.27000,1.48500,2.15500,0.40300,9
ja rule,4,1328361,3615,82.25,316185,497945,357345224,609100,2477,672069,68,209842,209,1000,-0.14000,0.80600,3.48100,-0.06100,100
jason eady,2,12702379,320,19.5,23262,1468,505652,10000,937,7236,33,16384,4,4,0.13800,1.04200,1.12000,0.43300,10
